barcode	name	calories	protein	carbs	fat	source
9001745022464	Tiroler Speck g.g.A - Schinkenspeck	289	29	0.5	19	nutrition.aggregated_set
4104420250857	Früchte Müsli	333	8.6	65	2.2	nutrition.aggregated_set
4021851614723	Honig Marzipan	455	13	35	28	nutrition.aggregated_set
4104420250819	Schoko Müsli	378	11	61	7.5	nutrition.aggregated_set
4260070610516	Kernige Haferflocken	373	13.2	67.2	6.7	nutrition.aggregated_set
4037848020118	Bio Elisen-Lebkuchen	430	9.2	47.6	21.4	nutrition.aggregated_set
0305398867564	Omega-3 Arktis Norsan	750	0	0	62	nutrition.aggregated_set
7623186032677	Milch Drink 1.5%	46	3	5	1.5	nutrition.aggregated_set
4037848020415	Mini Bio Elisen	437	7.5	58	18.5	nutrition.aggregated_set
4059699021205	Kaffeehaus Eis Marzipan-Schokolade-Pistazie	247	4.3	28	12.8	nutrition.aggregated_set
8718452492749	Buchweizenmehl	350	12.9	65.9	3.2	nutrition.aggregated_set
7622400969683	Adventskalender	532	6.1	59	29	nutrition.aggregated_set
25885392	Frischei-Waffeln	478	8.1	50	26.8	nutrition.aggregated_set
8718452606245	Tomaten stückig	30	1.2	4.6	0.1	nutrition.aggregated_set
4056489789864	Protein Bar White Chocolate Crip Geschmack	380	50	24	13	nutrition.aggregated_set
4056489602620	Octopud-Tentakel	54	11.8	0.2	0.7	nutrition.aggregated_set
4311501769508	Rotbarschfilet	105	18.2	0	3.6	nutrition.aggregated_set
4260495465418	Gourmet Premium Pro Protein	365	79	5.5	2.3	nutrition.aggregated_set
4260489091289	Chocolate bites	383	15.8	54	10.1	nutrition.aggregated_set
4260694943267	Rote Linsen Suppe	81	3.9	9.3	2.7	nutrition.aggregated_set
4061463296108	Spitzbuben	412	5.8	63	15	nutrition.aggregated_set
4061459392487	Antipasti Aubergine mit Trüffel in Sonnenblumenöl	54	0.6	2.6	4.4	nutrition.aggregated_set
4061459681055	Colour your life	348	0.5	85	0.5	nutrition.aggregated_set
4250337819059	Lebkuchen Konfekt Apfel in Calvados	461	7.5	43.7	27.2	nutrition.aggregated_set
4039057415976	Halva mit Traubendicksaft	535	17	36	35	nutrition.aggregated_set
4250337819073	Lebkuchen Konfekt Chili	480	6.1	42.3	29.5	nutrition.aggregated_set
4010955620143	Marzipanbrot mit Zartbitterschokolade Pistazie	486	10.7	41.4	29.5	nutrition.aggregated_set
4250337817000	Sweetlezz Elisen-Lebkuchen	473	10.5	28.7	32.6	nutrition.aggregated_set
5999076238217	protein pulver	383	75	5.5	6.4	nutrition.aggregated_set
4027400148008	Gewürz Ketchup Curry	134	0.7	31.1	0.3	nutrition.aggregated_set
4056489853961	Bandnudeln Safran	382	12	76	1.2	nutrition.aggregated_set
7623186152757	Skyr Moka	73	7.9	10	0.5	nutrition.aggregated_set
5060947548800	Monster Energy Reserve Orange Dreamsicle	27	0	6.9	0	nutrition.aggregated_set
4056489786771	Fleischbällchen in Tomatensoße mit Nudeln	114	5.9	14.3	3.3	nutrition.aggregated_set
4056489957461	Rinder Minutensteaks	106	21	0.5	2.4	nutrition.aggregated_set
4063367423123	fusilli mit pilzrahmsoße	392	11	67	8.3	nutrition.aggregated_set
4061459362046	Joghurt Crisp	142	3.5	9.1	9.8	nutrition.aggregated_set
7627536387707	Baguette Schinken käse	260	12	28	11	nutrition.aggregated_set
4337256147088	Schweine Cordon Bleu	212	17	11	11	nutrition.aggregated_set
4337256636353	Dinkel Hörnchen	360	11	74	1.5	nutrition.aggregated_set
4066447576283	QUINOA Tricolore Bio	390	12	67	6.6	nutrition.aggregated_set
8594043793743	Truthahn Ragout (2 Pers)	165	11.4	11.5	8	nutrition.aggregated_set
4337182181255	Veggie Barista Almond Mandel	15	0.5	0	1.4	nutrition.aggregated_set
4056489846499	Grapefruit Flavour	36	0	8.6	0	nutrition.aggregated_set
8720182287502	Korean Barbecue	350	5.4	71	4.3	nutrition.aggregated_set
4316268678032	Feine Pilzmischung geschnitten	19	1.5	0.4	0.5	nutrition.aggregated_set
4004210805260	Himbeere Zitrone	2	0.5	0	0.5	nutrition.aggregated_set
3900167230326	fruti	40	0.5	10	0	nutrition.aggregated_set
9006403029205	Labooko Belize 72%	584	8.8	34	43	nutrition.aggregated_set
4056489844327	Feta	287	17.6	0.2	24	nutrition.aggregated_set
8052575090551	Nocciolata dark milchfrei von Rigoni di Asiago	545	5.4	55	33	nutrition.aggregated_set
22241542	Schmand	241	2.5	3.2	24	nutrition.aggregated_set
3900386780039	dea	0	0	0	0	nutrition.aggregated_set
4099498000087	Salami  Snack - Billie Green	367	36	9.2	20	nutrition.aggregated_set
4048517741883	Saft - Birne	43	0	9.9	0	nutrition.aggregated_set
4099936000150	frische Landmilch	67	3.3	4.8	3.8	nutrition.aggregated_set
3830000629782	radenska	0	0	0	0	nutrition.aggregated_set
4311501018484	Paprika Chips	542	3.3	54	34	nutrition.aggregated_set
4024884006732	Ciabatta	232	6.9	46.7	1	nutrition.aggregated_set
4001954302567	ALDI KERRYGOLD Cheddar herzhaft 250g 2.99€ 1kg 11.96€	392	26	0	32	nutrition.aggregated_set
4006402101242	Bergbauern Käse mild-cremig	372	16.4	0.1	34	nutrition.aggregated_set
4311501030868	Klossteig, halb & halb	104	1.8	23	0.1	nutrition.aggregated_set
4305720064216	milder Frühstücksspeck	307	16	0.5	27	nutrition.aggregated_set
4019474626483	Frische Minutensteaks	121	23	0.5	3	nutrition.aggregated_set
4006784290350	Grobe Bratwurst	236	18	0.5	18	nutrition.aggregated_set
4044019180861	Bio Erdbeerscheiben	298	7.6	0	3.7	nutrition.aggregated_set
4311501762950	Knabbersterne	375	8.3	82	1	nutrition.aggregated_set
4061459429992	Bio Frühstücksringe	376	8.4	82	1	nutrition.aggregated_set
9004698295282	Datteltomaten geschält	25	1.4	4	0	nutrition.aggregated_set
4061459987997	ALDI GUT BIO Hackfleisch. 1kg 12.23€	248	19	0	19	nutrition.aggregated_set
4105550288406	Fliederbeersaft Holunderbeersaft aus Holunderbeersaftkonzentrat	34	0.5	6.9	0.5	nutrition.aggregated_set
3760339883480	Veggie Süchtig	164	2.7	25	5.5	nutrition.aggregated_set
4306188033752	Sandwich-Eis Fürst Pückler Art	211	3	27	9.9	nutrition.aggregated_set
2299447002243	Bückling, heißgeräuchert	211	19	0	15	nutrition.aggregated_set
4337256679145	Sonnenmais	80	2.4	12	1.6	nutrition.aggregated_set
4337256574808	Ananas Scheiben	71	0.6	16.9	0	nutrition.aggregated_set
90169250	Zitronensaft	23	0.5	1.7	0.5	nutrition.aggregated_set
3392590205659	Schoko-Brötchen	374	6.5	41.3	18.9	nutrition.aggregated_set
4000345266327	Fusilli in Tomaten-Sauce	81	2.6	15.7	0.6	nutrition.aggregated_set
4260480785606	Knödeltaler mit Käsegeschmack	190	7.7	24.2	6.5	nutrition.aggregated_set
4316734062969	teriaki sauce	160	3.9	35	0.5	nutrition.aggregated_set
4063747000180	Rührei-Alternative auf Basis von Ackerbohnen-Protein	67	4.3	1.4	4.4	nutrition.aggregated_set
7340191140110	vollkornnufeln	332	12	62	2.5	nutrition.aggregated_set
7310520011770	Choco Crunch	568	7.9	53	36	nutrition.aggregated_set
7627535911811	Fried Noodles	181	2.8	26	6.8	nutrition.aggregated_set
5900477000099	perime	31	2.2	3.3	0.5	nutrition.aggregated_set
8445290960368	Piccolini Pretzel	262	11.2	34	8.6	nutrition.aggregated_set
5900477000082	brocoli	29	2.7	2.4	0.5	nutrition.aggregated_set
5900477003939	fruit mix	41	1	6.8	0.5	nutrition.aggregated_set
4061464878693	Risotto - Peperone	351	7.4	74	1.9	nutrition.aggregated_set
4061459731897	Edle Trüffel - Bratapfel-Amaretto	498	4.3	57	27	nutrition.aggregated_set
3608580125389	Erdnuss Creme crunchy	608	21	23	47	nutrition.aggregated_set
4061464872516	Kohlroulade mit Kartoffeln und Sauce	70	2.7	7	3	nutrition.aggregated_set
4061464872400	Grünkohl mit Kartoffeln	74	1.7	9.4	3	nutrition.aggregated_set
4061464872387	Schmorkohl mit Kartoffeln und Gehacktem	81	4	6	4.1	nutrition.aggregated_set
9004380213860	EGG NOG	151	5	17	7	nutrition.aggregated_set
4061459680447	Exotische Gewürzoliven	254	2.4	12	20	nutrition.aggregated_set
4061459680348	Zimtige Kalamon-Oliven	247	2.4	12	20	nutrition.aggregated_set
4061459680409	Fruchtig eingelegte Oliven	189	2.2	22	8.8	nutrition.aggregated_set
4061459391619	Antipasti - Sonnengetrocknete Tomaten mit Trüffel	160	3.2	9.9	11	nutrition.aggregated_set
4061459752472	Lakritz mit weißer Schokolade - Himbeer-Joghurt	464	5.3	62	21	nutrition.aggregated_set
4061459752342	Lakritz mit weißer Schokolade - Erdbeer-Joghurt	466	5.3	63	21	nutrition.aggregated_set
4062800017769	Stay Strong Kakao Milch	57	5.1	6.9	0.9	nutrition.aggregated_set
4337256636971	Soft Cookies - Triple Chocolate	471	5.9	57.8	23.4	nutrition.aggregated_set
4337256636957	Soft Cookies - White Choc Cranberry	452	5	64	19	nutrition.aggregated_set
4400044000091	Gewürzkuchen	364	4.5	83	0.6	nutrition.aggregated_set
4311501006290	Chicken Nuggets	248	12.3	20.9	12.5	nutrition.aggregated_set
9010437019033	Pfirsichstücke	49	0.5	11	0.5	nutrition.aggregated_set
0724754246902	Piri Piri Stew	98	5.2	16	0.7	nutrition.aggregated_set
22028419	Knusper Kroketten	169	2.4	24	6.8	nutrition.aggregated_set
9100000982236	Schupfnudeln	163	2.9	31	2.6	nutrition.aggregated_set
25783407	Gouda gerieben	358	23.5	2	28.4	nutrition.aggregated_set
4313712093793	Edeka Grünkohl Eintopf	46	0	6.8	2.1	nutrition.aggregated_set
4337185689901	Fusilli	353	14.5	69	1.4	nutrition.aggregated_set
4337185634529	Hähnchen Schnitzel	104	22	0	1.8	nutrition.aggregated_set
4316268679718	Mungobohnensprossen	15	1.4	1.3	0.1	nutrition.aggregated_set
4063367385322	Roggen Brötchen	246	9.7	47.1	1.1	nutrition.aggregated_set
5000354924743	Chicken & Bacon flavour stuffing mix	144	4.8	27.1	1.2	nutrition.aggregated_set
4250096906359	Kartoffelsuppe	64	1	6.8	3.3	nutrition.aggregated_set
4104420252110	Nuss Nougat	576	4.4	50	39	nutrition.aggregated_set
4009890114923	Hafermilchpulver	388	6	84	2.5	nutrition.aggregated_set
4016249185404	Erdnuss creamy	595	29	12	46	nutrition.aggregated_set
4022381032551	Dinkel Muschelnudeln	364	12.1	73.4	1.8	nutrition.aggregated_set
8006013987262	Sugo Al Basiligo	43	1.3	6.9	0.7	nutrition.aggregated_set
4260401864038	Brokkoliplv.	417	25	60	3.3	nutrition.aggregated_set
9100000699561	Basis für Asia Pfanne	59	9.2	4.1	0.5	nutrition.aggregated_set
4311501021804	Tafelsüße Cyclamat Sachharin	0	0	0	0	nutrition.aggregated_set
4311501036082	Schoko-Chunks Vollmilch	512	7.6	58.8	26.6	nutrition.aggregated_set
4311501044179	Kochsahne	140	3.1	4.3	12.2	nutrition.aggregated_set
8719747260517	Korean Noodles	103	3.8	17.1	1.7	nutrition.aggregated_set
4337256148931	Schweine Mini Schnitzel	232	18	15	11	nutrition.aggregated_set
8000300427660	Brezel-Pizza Schinken	204	10.1	26	6.3	nutrition.aggregated_set
4061464504493	Quinoa Tricolore	369	12	62	5.9	nutrition.aggregated_set
7627535749964	Mini Elsässer Flammchüechli	217	6.2	25	10	nutrition.aggregated_set
4061459781038	Cookies Dark Chocolat	446	4.8	54	22	nutrition.aggregated_set
4015481008663	Schweinelachsbraten mit Kräuterrand	112	20	1.2	3	nutrition.aggregated_set
4337256602839	H-Vollmilch 3,5%	64	3.3	4.8	3.5	nutrition.aggregated_set
5908257108836	Paluszki z fileta z dorsza	188	15	12	8.7	nutrition.aggregated_set
4040328083473	Steak haché 4040328083473 Rinderhacksteak	235	17.9	0	17.6	nutrition.aggregated_set
5900449007163	Surówka Marchew z Chrzanem	89	1.1	12	3.3	nutrition.aggregated_set
4082100007727	Kellerbier	45	0.5	3.3	0.5	nutrition.aggregated_set
4311596006403	Glühsaft	55	0.4	11.8	0.4	nutrition.aggregated_set
4008934150347	Ramen Nudeln	367	12	75	1	nutrition.aggregated_set
4250337819066	Lebkuchen Konfekt Ingwer Zitrone	475	7.8	47.7	26.8	nutrition.aggregated_set
4008355034929	Elisenschnitten Mandelkrokant	447	10.4	47.7	22.5	nutrition.aggregated_set
4337256674478	mini Brot Chips Tomate-Olive	460	11	65	17	nutrition.aggregated_set
4260133232709	Fruchtpüree Himbeere Heidelbeere Traube Banane Apfel Hafer	75	1.1	15	0.6	nutrition.aggregated_set
10647752	Zartbitter Schokolade Vegan	132	1.4	28	1.5	nutrition.aggregated_set
4316268692977	BACON SNACK	435	8.7	54	20	nutrition.aggregated_set
4260647020304	Milcheis Karamellgebäck	203	3.9	32	7.3	nutrition.aggregated_set
22356819	Kernschinken	185	25	0.8	9	nutrition.aggregated_set
9100000710747	5 Marillenknödel	222	5.7	40	3.9	nutrition.aggregated_set
4262398290234	Green Lime Curry Chunks	105	8.4	6.3	4.5	nutrition.aggregated_set
4262398290241	Soja Sesam Chunks	92	8.2	5.8	3.3	nutrition.aggregated_set
4262398290258	Tikka Masala Chunks	96	8	5.6	3.9	nutrition.aggregated_set
4032549023826	Pierogi	214	7.9	39	2.4	nutrition.aggregated_set
4260715291285	Iced Tea Peach	3	0	0.2	0.1	nutrition.aggregated_set
4337256654012	Paprika Gitterchips	545	5.2	48	36	nutrition.aggregated_set
4311505000546	Bio-Beikost-Öl	825	0	0	91.7	nutrition.aggregated_set
4066447398687	Anfangsmilch PRE	503	10	59	25	nutrition.aggregated_set
4066447363418	7-Korn Getreidebrei	367	11.7	67.3	3.3	nutrition.aggregated_set
4066447561081	Grieß Getreidebrei	363	12.5	67.1	2.5	nutrition.aggregated_set
4066447470833	Gemüseallerlei mit Reis & Putenfleisch (ab 8. Monat)	59	2.3	7.3	2.1	nutrition.aggregated_set
4066447470857	Kartoffeltopf mit Rindergulasch (ab 8. Monat)	60	2.5	7.6	1.9	nutrition.aggregated_set
4066447520101	Karotten-Apfel-Saft	34	0.5	8.5	0.5	nutrition.aggregated_set
4262379942233	Double Matcha Melon Pan	318	7.8	53.5	8.4	nutrition.aggregated_set
5711953172762	Finello - Gratinkäse XXL	314	24	2.8	23	nutrition.aggregated_set
4337256650380	Haselnusskerne	674	16	6	63	nutrition.aggregated_set
25826500	Sonnenblumenöl	828	0	0	92	nutrition.aggregated_set
4311501029091	Schwarzkirschen	77	0.6	17	0.5	nutrition.aggregated_set
0747916408314	Lupienen Krem	322	4.4	8.5	29	nutrition.aggregated_set
4250296655057	Bio Dinkelgrieß fein	354	14	69	2	nutrition.aggregated_set
4337256430975	Delikatess Hähnchenbrustfilet	105	21	0.6	2	nutrition.aggregated_set
7610400096522	Pralines	551	6.9	50	35	nutrition.aggregated_set
8718989020491	Pesto grün	365	3.8	8.2	34.6	nutrition.aggregated_set
8033776570417	Tagliatelle	365	14.1	67.1	2.9	nutrition.aggregated_set
4061459319682	Penne	354	14	70	1.3	nutrition.aggregated_set
4047247738040	Der Lockere mit Knoblauch & Kräutern	286	2	5.4	28	nutrition.aggregated_set
4316268677516	Genusswelt Karottensalat	80	0.8	13.1	2.1	nutrition.aggregated_set
5900085009972	Sos pieczarkowy	38	1.5	5.9	0.9	nutrition.aggregated_set
4008722009710	Knoblauch Öl	828	0	0	92	nutrition.aggregated_set
4061458180214	ALDI Kabeljau 500g 7.99€ 1kg 15.98€	79	18	0	0.5	nutrition.aggregated_set
4337256172158	Heidelbeeren	57	0.5	11	0.5	nutrition.aggregated_set
4001325002379	Mineralwasser ohne Kohlensäure 0,7l	0	0	0	0	nutrition.aggregated_set
4305720013481	Königsgemüse	27	1.5	4.1	0.2	nutrition.aggregated_set
21998331	Kidney Bohnen	100	7.8	13	0.6	nutrition.aggregated_set
4010321307388	Rote Curry Paste	77	0	0	0.6	nutrition.aggregated_set
4008366002412	Gemüsebeilage mit braunen Linsen und Blumenkohl	115	4.6	8.9	6.1	nutrition.aggregated_set
7009999314924	Mini-Maiskölbchen	70	1.2	15	0	nutrition.aggregated_set
4019339646151	Noodle Cup Lauch-Creme-Sauce mit Erbsenhack	84	4.6	14	0.7	nutrition.aggregated_set
4066447680119	Bio Dattelsirup	402	1.7	96	0.5	nutrition.aggregated_set
8850987151804	Instant Nudeln Huhn	59	1.1	8.1	2.5	nutrition.aggregated_set
4028286450513	Sauerkraut mit karotten	24	1.3	1.9	0.5	nutrition.aggregated_set
4255582802962	Feine Bratwurst aus Seitan und Tofu	266	23	4.7	17	nutrition.aggregated_set
4061464841666	Spaghetti mit Tomatensauce	141	5.4	23	2.6	nutrition.aggregated_set
4003171035716	Hähnchen Hot Dog	231	14	1	19	nutrition.aggregated_set
8938505644080	Reisnudeln	345	5.5	80	0	nutrition.aggregated_set
4337256385848	Milder Joghurt Bratapfel	100	3.4	13.8	3.2	nutrition.aggregated_set
4260030825721	Bio Puten-Salami	262	16.5	1.7	21	nutrition.aggregated_set
5000112567946	Fuze Tea ohne Zucker Wassermelone Minze	2	0	0	0	nutrition.aggregated_set
4063367396991	Focaccia	290	7.9	39	11	nutrition.aggregated_set
8595012077154	Šopská	221	8.5	20	7.2	nutrition.aggregated_set
8585002427694	Houbový	367	14	67	4	nutrition.aggregated_set
9006403064909	Karamell + Erdnuss	568	11	42	39	nutrition.aggregated_set
6151100033215	golden Morning	360	7.1	67.6	8	nutrition.aggregated_set
4056489780663	Raclette	346	25	0.1	27	nutrition.aggregated_set
4047247570992	Tiroler Kaminwurzerl	437	29	1	35	nutrition.aggregated_set
4337256581653	Mini Mandel Eis	366	5.2	31.2	24.3	nutrition.aggregated_set
4337256632294	Geriebener Gouda Käse	343	22.6	1.7	27.3	nutrition.aggregated_set
4003754308824	Lübecker Edelmarzipan-Kartoffeln	468	11	43	26	nutrition.aggregated_set
5712873630264	Schwarzwurzeln	31	1.3	4.7	0.1	nutrition.aggregated_set
4337256524308	Brie	358	17	0.5	32	nutrition.aggregated_set
4002029003648	Wildfrucht im Honig Sanddorn	315	0.4	78	0.1	nutrition.aggregated_set
4061464669536	Ananas in Stücken	48	0.7	10	0.5	nutrition.aggregated_set
4061459854305	Speisestärke	349	0.5	86	0.5	nutrition.aggregated_set
4337256673969	Kochschinken	115	21	1	3	nutrition.aggregated_set
8801073115378	Rose Ramen	407	10	60	14.3	nutrition.aggregated_set
4061459759044	Pesto allo Genovese Crema	406	5.1	12	37	nutrition.aggregated_set
6954767411354	Coca Cola Pfirsich	42	0	10.3	0	nutrition.aggregated_set
4255582806397	Bio cookie White Choc Macadamia	544	6.5	39	38	nutrition.aggregated_set
8005110002687	Passierte Tomaten	36	1.6	5.4	0.5	nutrition.aggregated_set
4003751007157	TK Rotter Klosterkäse Scheiben	397	16	0.5	37	nutrition.aggregated_set
4014807220765	Störtebeker Brauspezialitäten Bier WINTER-BOCK Geschmack: HERZHAFT-WÄRMEND Alk: 6.8 % VOL 0.5l 1,29€ Basispreis 2,58€ Liter Zzgl. 0,08 € Pfand	64	0.8	4.2	0	nutrition.aggregated_set
4311501047668	Sockeye Wildlachs	101	20	0	2.3	nutrition.aggregated_set
4056489891475	Gnocchi mit Ruccolacreme	146	3.2	26	3	nutrition.aggregated_set
4056489891482	Gnocchi mit Gorgonzola	143	4.2	23	3.6	nutrition.aggregated_set
5098732012687	Orange & Ginger Marmalade	266	0.3	66	0	nutrition.aggregated_set
4061464835504	Trauben-Nuss Müsli Vollkorn	379	11	54	11	nutrition.aggregated_set
4068134004727	Erdnuss-Sauce	147	4.7	13	7.7	nutrition.aggregated_set
4305615985770	Mandelschnitte Mandel	431	8.9	56	18	nutrition.aggregated_set
4337256672092	Spinat ricotta Tortellini	211	7.8	32	5.2	nutrition.aggregated_set
4056489924821	Chicken Balls	204	13.7	16.1	9.1	nutrition.aggregated_set
4000930567372	Bayerischer Geflügel-Leberkäse	241	13	1	20	nutrition.aggregated_set
4337256413022	Delikatess Hähnchen-Brustfilet	108	21	1.5	2	nutrition.aggregated_set
3800225662055	Kichererbsen	329	19	42	6	nutrition.aggregated_set
4044703008488	The Real Cola	42	0	10.6	0	nutrition.aggregated_set
4337256667074	Bio-Schalotten	64	1.8	12.2	0.3	nutrition.aggregated_set
4337256289054	Gelbe Bio-Zwiebeln	39	1.1	6.3	0.6	nutrition.aggregated_set
5060149460924	Einfache Milch Schokolade	553	8.7	52.3	35.4	nutrition.aggregated_set
20307691	Lasagne Bolognese	172	8.3	13	9.4	nutrition.aggregated_set
4305615933603	Gemüse Ravioli	74	2.3	13	0.9	nutrition.aggregated_set
4061459780260	Protein Cookie Double Chocolate Geschmack	353	23.8	47.5	10.5	nutrition.aggregated_set
4337256570633	Kürbiskernöl	814	0	0	92	nutrition.aggregated_set
4260434752760	Ur-Honig	326	0.6	81.7	0	nutrition.aggregated_set
4056489847328	Hühnersuppe	332	13	64	2.1	nutrition.aggregated_set
3046920040655	Croquant mit Gebäckstücken & Karamell	530	5.9	56	30	nutrition.aggregated_set
4779056910187	bubble tea Raspberry	38	0	9.5	0	nutrition.aggregated_set
9100000978697	Bio-Erbsen	60	4.2	8.5	0.4	nutrition.aggregated_set
5900259130839	Pizza flavoured	488	6.2	63	23	nutrition.aggregated_set
5056307391339	Maltodextrin	380	0	95	0	nutrition.aggregated_set
20288174	Hausbrot geschnitten	225	8.3	43	1.2	nutrition.aggregated_set
4066447670530	Gegrillter Kürbis in Olivenöl	278	0.9	5	28	nutrition.aggregated_set
4061464055667	Pfirsiche	68	0.6	15.6	0.1	nutrition.aggregated_set
4337256555630	Geflügel Lyoner mit Paprika	233	12	1	20	nutrition.aggregated_set
7640151713669	Protein Spread Choco Hazelnut	517	22	32	39	nutrition.aggregated_set
7640143005505	urdinkel Kernotto	344	15	62	2.3	nutrition.aggregated_set
4260055379759	Frischkäse Tomate Chili	239	8.5	4	21	nutrition.aggregated_set
8445290581310	Piccolinis Tomaten/Mozzarella	218	9	28.5	7.1	nutrition.aggregated_set
4066447614749	Protein 50% Fudgy-Brownie	353	50	26	9.1	nutrition.aggregated_set
8718754500951	Corn Tortilla Naturel	480	6.7	63	21	nutrition.aggregated_set
4061459287639	Kaiserbraten	118	20	1	3.5	nutrition.aggregated_set
25837001	Kartoffelsalat	150	1.4	14	9.6	nutrition.aggregated_set
4337182175827	Röstzwiebel	590	6	40	44	nutrition.aggregated_set
8032779865025	Hirsch Ragout	102	16	1	3.1	nutrition.aggregated_set
4061464964587	Schweizer Bio-Raclette	345	25	0	27	nutrition.aggregated_set
9100000939087	Koriander getrocknet	22	2.1	0.9	0.5	nutrition.aggregated_set
4001724043935	Ristorante Pizza Pepperoni-Salame	262	10.3	25.6	12.5	nutrition.aggregated_set
4056489814900	Bio Apfelschorle	27	0.1	6.3	0	nutrition.aggregated_set
4311501008973	Chicken Nuggets	209	14.9	11.9	11	nutrition.aggregated_set
9100000719801	Big Club Sandwich	232	11	26	9	nutrition.aggregated_set
4260480170402	Krusti mit Schweinebraten	219	8.1	41.2	1.3	nutrition.aggregated_set
4061464779051	Bio-Gemüseaufstrich - Rote Linse-Schwarzkümmel	76	2.9	11	1.6	nutrition.aggregated_set
4061462842269	Dreifarbige Bio-Chicche	162	2.6	35.5	0.2	nutrition.aggregated_set
4061459734591	Buchstabennudeln	361	13	70	2.5	nutrition.aggregated_set
4003171040925	Wie Lachsschinken, Pfeffer	75	3.1	12	1	nutrition.aggregated_set
7630537402355	Fisch Sticks	203	13	18	8.6	nutrition.aggregated_set
4311501014516	Express Reis	152	3	32.5	1.1	nutrition.aggregated_set
4006237642897	Reis-Fit Express - Mexikanischer Reis	147	2.9	28	2.1	nutrition.aggregated_set
5450086400143	Spätzele	367	14	69	3.2	nutrition.aggregated_set
4337256654852	Mandeln Gemahlen	619	24	5.7	53	nutrition.aggregated_set
4337256663847	Rindfleisch Tortelloni	209	9.1	31	5	nutrition.aggregated_set
4316268684811	Genussmoment - Vanille	146	6.9	13.8	7	nutrition.aggregated_set
7896798601610	Nutsbar (Castanhas, Amendoim, Coco e Nibs de Cacau)	439	14.6	28.2	31.8	nutrition.aggregated_set
9000159012634	Mexicanos	472	6.6	64	20	nutrition.aggregated_set
4316268684767	Teewurst grob mild geräuchert	372	15.4	1	34	nutrition.aggregated_set
4316268684750	Teewurst fein	375	14	1	35	nutrition.aggregated_set
4017100444227	Winterkuchen Bratapfel	437	4.7	52	23	nutrition.aggregated_set
7627535303098	Haselnüsse	674	14	11	62	nutrition.aggregated_set
4005967576595	Weißer Lolly	622	3.7	48.7	45.8	nutrition.aggregated_set
4337256672986	Käsetortellini	226	10	29	7.6	nutrition.aggregated_set
9100000985763	Tomatenmark	118	5.4	21	0.7	nutrition.aggregated_set
8720182611895	Enchiladas pikant & saftig	126	9	12	3.8	nutrition.aggregated_set
5000168000794	family circle	490	6.1	65.2	22	nutrition.aggregated_set
7310500186641	Fish Nuggets	236	9.7	22	12	nutrition.aggregated_set
4337256424967	Schokokipferl	539	6.7	55.5	31.4	nutrition.aggregated_set
4066447304954	Gelierzucker	389	0	97.3	0	nutrition.aggregated_set
4304218729958	Frucht Cocktail	55	0.5	12	0.5	nutrition.aggregated_set
4048517751851	Saft	39	0	9.1	0	nutrition.aggregated_set
4031192143110	Sesamöl (nativ)	900	0	0	100	nutrition.aggregated_set
9100000010007	Emmentaler Käse ganz	395	29	0	31	nutrition.aggregated_set
4062196244695	Eierfarben	140	12.7	0.3	9.8	nutrition.aggregated_set
4311501040324	Haselnuss Krokant	458	2.4	82	13	nutrition.aggregated_set
4002784024216	Dreikant Salami	302	19	1	25	nutrition.aggregated_set
3560071508821	Farfales multicolore	346	12	69	1.4	nutrition.aggregated_set
4251105516934	Smacktastic Vanillekipferl	292	3.1	25	7.7	nutrition.aggregated_set
4260193461965	Bio Int-Veens Dattel-Sirup	289	1.7	70	0.5	nutrition.aggregated_set
4260193463600	Bio Orangen Balsamcreme	161	0.9	34.7	3.5	nutrition.aggregated_set
20874148	Hjortronsylt	178	0.6	41.1	0.4	nutrition.aggregated_set
4037848072032	Bio Kaffeekekse	492	6.3	52	29	nutrition.aggregated_set
4037848072001	Bio Cracker mit Kürbiskernen	370	11	42	18	nutrition.aggregated_set
4037848020781	Bio Walnussberge	454	7	51	25	nutrition.aggregated_set
4337256588164	Butterkäse	315	23.5	0	24	nutrition.aggregated_set
4260407953378	Berry crumble müsli	403	10	66	9	nutrition.aggregated_set
21648434	Röstzwiebeln	590	6	40	44	nutrition.aggregated_set
5098732012670	Lemon Jelly Marmelade	259	0	65	0	nutrition.aggregated_set
4104420241374	*Bunte Winternudeln 250G*	0	10.7	70.2	1.2	nutrition.aggregated_set
4063367435621	Pizza aus dem Steinofen Speciale	217	11	24	8.5	nutrition.aggregated_set
8711000487631	Cocoa Fantasy	382	8.5	75	3.9	nutrition.aggregated_set
4337256471046	Mixed Pickles	23	0.6	3.2	0.2	nutrition.aggregated_set
25811735	Pralinenmischung Ohne Alkohol	492	4.1	54.7	28.6	nutrition.aggregated_set
9009670212189	Breite Bandnudeln	361	13	70	2.5	nutrition.aggregated_set
4047247489294	Butter-Mandel-Spekulatius	509	9.1	59	26	nutrition.aggregated_set
4056489762942	Seidenknödel	101	1.6	22.3	0.5	nutrition.aggregated_set
4056489954545	Rinder Hack	234	18	0	18	nutrition.aggregated_set
4311501036143	Schokotröpfchen	553	7.6	56.2	30.3	nutrition.aggregated_set
8720326065850	Sperziebonen	32	1.9	3.8	0.1	nutrition.aggregated_set
21092640	Rostbratwurst	281	13	1	25	nutrition.aggregated_set
25856293	Soup Tom kha style	64	2.1	12	0.7	nutrition.aggregated_set
42015109	Paprika Dip	155	2.7	4.6	13.9	nutrition.aggregated_set
