barcode	name	calories	protein	carbs	fat	source
8718452272235	Eiermie	376	12	74.6	2.4	nutrition.aggregated_set
4006922004153	ANTIPASTI - HERING & GEMÜSE-PFEFFER	195	10	4.4	15	nutrition.aggregated_set
4337256559362	Marmelade - Erdbeere Fruchtaufstrich Konfitüre	172	0.5	40	0.3	nutrition.aggregated_set
2110012004656	Emmentaler	395	29	0	31	nutrition.aggregated_set
4061459734638	Suppennudeln	361	13	70	2.5	nutrition.aggregated_set
20073800	Jäger hackbraten classic nach tschechischer Art	201	11	10	13	nutrition.aggregated_set
4061459685787	ROH popcorn	337	9.3	59	4.2	nutrition.aggregated_set
4099936000358	Joghurt mild 3,5%	46	4	2.7	1.5	nutrition.aggregated_set
4840022005661	Fitnesshimbeer konfiture	279	0.6	68	0.5	nutrition.aggregated_set
7623186004261	Vanille Joghurt	94	3.7	13	3	nutrition.aggregated_set
4099936001270	Frische fettarme Milch	47	3.4	4.9	1.5	nutrition.aggregated_set
21897726	Zanderfilet	80	18	0	0.8	nutrition.aggregated_set
7611889148054	pizza margeritha	227	11.2	29.4	6.6	nutrition.aggregated_set
4260030750078	Paprikalyoner	246	10	1.9	22	nutrition.aggregated_set
4260030750672	Fleischkäse grob	314	12	1.2	29	nutrition.aggregated_set
4017100381812	pick up choco milk	516	6.3	61	27	nutrition.aggregated_set
4061459820904	Instant-Nudeln Chicken	66	1.2	9	2.8	nutrition.aggregated_set
4061459820911	Instant-Nudeln Beef	67	1.2	9	2.8	nutrition.aggregated_set
4000521034740	The Taste Of Christmas	412	5.5	46	22	nutrition.aggregated_set
4056489054467	Pfefferschinken	106	19	0.7	3	nutrition.aggregated_set
9001458110946	Pfirsiche	67	0.5	16.2	0	nutrition.aggregated_set
4337256656351	Salsiccia - Fenchel	287	15.4	0.4	24.9	nutrition.aggregated_set
4250950113091	Joghurt mild, Orange Schokosplits	119	3.1	17.3	4.1	nutrition.aggregated_set
4337256622899	Vegane Fischstäbchen	232	9.6	19.5	11.9	nutrition.aggregated_set
4311501009208	Fettarmer Joghurt Zitrone	84	3.4	13.6	1.4	nutrition.aggregated_set
8719992416356	Gemüse Cracker Rote Bete	468	15.2	34.5	24.3	nutrition.aggregated_set
4337256548571	Bio Dinkelbrötchen	261	10.5	45	3.1	nutrition.aggregated_set
25790054	Butter	744	0.6	1	82	nutrition.aggregated_set
2786238003713	Hähnchenbrustfilet	110	23	0.1	2	nutrition.aggregated_set
4003740033402	Wintermoegen	157	0.5	38	0.5	nutrition.aggregated_set
4316268607179	Romans Salat	17	1.2	3.3	0.3	nutrition.aggregated_set
5060740661249	Panko Brotkrumen	375	13.3	70	3.5	nutrition.aggregated_set
4260024181116	Veganer Grieche	271	1.7	13	24	nutrition.aggregated_set
4047247755993	Naturell Mineralwasser	0	0	0	0	nutrition.aggregated_set
4005561007587	Dinkel Knusper Lebkuchen	470	8.4	64.2	18.7	nutrition.aggregated_set
5703855101148	Veganer Reibegenuss	275	0	17	23	nutrition.aggregated_set
42436546	Nougat 150g	563	7	52	35	nutrition.aggregated_set
4337256674362	Champion Baguette	168	6.4	29	2.3	nutrition.aggregated_set
4047247332842	Black Angus Bresaola	161	31	0.5	4.1	nutrition.aggregated_set
4047247728935	Röllchen aus Serranoschinken gefüllt mit Pfeffer-Frischkäsecreme	284	15	6.6	22	nutrition.aggregated_set
4311501039298	bio Emmentaler	378	28.7	0	29.2	nutrition.aggregated_set
3392590205550	Hörnchen	310	8.3	45	9.3	nutrition.aggregated_set
4061459487329	Weinblätter gefüllt mit Reis XXL	133	2.1	10	9	nutrition.aggregated_set
4337256661942	Bio Cornichons	35	0.5	6.8	0.5	nutrition.aggregated_set
5059697684753	Coronation chicken sandwich filler	227	10.7	10.2	15.8	nutrition.aggregated_set
8710448537069	Gouda's Gloria	176	0.6	8.7	15	nutrition.aggregated_set
2009010292526	Bio-Zitronen	28	0.3	1.6	0.3	nutrition.aggregated_set
4000381080758	Crossini Käse	395	14.8	67.9	6.2	nutrition.aggregated_set
4009239209990	Matjes geräuchert	201	13	3.5	15	nutrition.aggregated_set
4037400344652	Fruchtgummi	344	0.1	84	0.2	nutrition.aggregated_set
8001060043039	creamy Pesto	222	2.3	8.8	19	nutrition.aggregated_set
4061459487350	Weiße Riesenbohnen in Tomatensauce XXL	130	5.1	12	5.6	nutrition.aggregated_set
4061459722680	Kalbs Ragout	109	8.1	4.6	6.1	nutrition.aggregated_set
7623186230233	Pita (5 x 80 g)	228	5.8	48	0.9	nutrition.aggregated_set
4061464203457	Délice Sommer Collection	638	6.3	41	50	nutrition.aggregated_set
4061464864078	Udon-Nudeln mit Sesam-Teriyaki-Sauce	147	4.2	28.5	1.5	nutrition.aggregated_set
4260322215971	Bolognese	97	6	8.6	4	nutrition.aggregated_set
4260322215988	Veganes Chili sin carne	351	23	39	8.8	nutrition.aggregated_set
4260322215438	Vegane Pilzcreme Sauce	418	10	46	20	nutrition.aggregated_set
4066447440881	Linsen Dal mit Kartoffeln	115	3.8	11.4	5.1	nutrition.aggregated_set
4010871003075	Stremellachs Dill	239	21	0.5	17	nutrition.aggregated_set
4316268683265	Croutons - Zwiebel & Knoblauch	458	9.6	60.2	19.2	nutrition.aggregated_set
4337256555333	Latte Macciato weniger süss, laktosefrei	59	2.8	5.8	2.7	nutrition.aggregated_set
22159847	Frischer Blätterteig	379	4.9	13.5	23.4	nutrition.aggregated_set
4260648134642	100% whey Protein	382	70	11	3.6	nutrition.aggregated_set
4026813150097	Kartoffel-Knödel tiefgefroren	118	1.9	26	0.5	nutrition.aggregated_set
4316268398398	Lübecker Marzipan Happen Rum	486	9.3	44	28.1	nutrition.aggregated_set
4337256674041	Wurst - Italienische Mortadella	276	15	0	24	nutrition.aggregated_set
4337256631907	Sportler-Salami	261	22	0.5	19	nutrition.aggregated_set
25888027	Vanille Puddingpulver	91	3	17	1.4	nutrition.aggregated_set
8710448636564	Satésauce	228	7.9	17	13	nutrition.aggregated_set
8710448638124	Pommessoße	176	0.5	13	13	nutrition.aggregated_set
4337256695626	Rindfleischfrikadellen	218	17	8	13	nutrition.aggregated_set
4061459497038	Vollkorn-Kakao	519	6.3	59	27	nutrition.aggregated_set
4061459197921	Baristadrink Hafer	49	0.6	6.2	2.4	nutrition.aggregated_set
4002156481159	Bulgarischer Schafskäse	316	17	1.1	27	nutrition.aggregated_set
4011437042132	Wiesen Schmaus	384	5	6.3	37.1	nutrition.aggregated_set
4260162422799	Knusper-Knäcke 4-Korn	239	8.9	45.2	2.2	nutrition.aggregated_set
4061671035216	Balsamico  Quitten	133	1.4	27	0.5	nutrition.aggregated_set
7640147861978	Black Sesame	573	18	23	50	nutrition.aggregated_set
4337256692366	Guts-Rotwurst	196	18	1	14	nutrition.aggregated_set
4000539776984	Edeka Adventskalender Lindt Frohes Fest	588	6.1	50	40	nutrition.aggregated_set
4066447422825	Beeren-Crunchy mit Haferflocken	438	9.9	64	14	nutrition.aggregated_set
9100000771649	Strudelteig	333	10	60	5.2	nutrition.aggregated_set
9100000981642	Vegane Bruschetta	58	1.7	5	3	nutrition.aggregated_set
4021851557778	Senf - scharf	129	6.2	7.2	7	nutrition.aggregated_set
25808933	Vegane Mayo	489	0.5	9	50	nutrition.aggregated_set
4006237642880	Reis-Fit Express - Griechisch Djuvec-Art	155	3	26	3.9	nutrition.aggregated_set
0942950112023	vier diamanten	97	24	0.1	0.1	nutrition.aggregated_set
8001665725231	Pfannen-Gnocchi gefüllt Aioli & Mozzarella	216	7	33	4	nutrition.aggregated_set
9004145009837	Pumpkin Spice Bio-Sirup	255	0.5	63	0.5	nutrition.aggregated_set
4056489954521	Hackfleisch weniger Fett	117	18	0	5	nutrition.aggregated_set
4337256628136	Haselnussmousse mit Vanillekipferl	339	4.9	24	25	nutrition.aggregated_set
4024083308026	Bohnensalat weiß	129	5	11	7.2	nutrition.aggregated_set
9120011695017	Blumauer Paprika	41	1.3	6.5	0.5	nutrition.aggregated_set
4007887705086	Bio Geflügel Bratwurst	180	15	0.5	13	nutrition.aggregated_set
4061461836146	Express Reis	156	3.2	31	1.9	nutrition.aggregated_set
4000323140809	Dunkle pralinés & Chokoladen	526	5.5	48	32	nutrition.aggregated_set
4337256646918	Fruchtschnitte Cranberry Maracuja	344	4.5	68	4.8	nutrition.aggregated_set
4311501023211	Edeka Butter-Spekulatius 4311501023211	488	7.1	71	19	nutrition.aggregated_set
7613312429099	Mini Schoko Kuchen	432	6.6	41	26	nutrition.aggregated_set
7623186189265	Kalbfleischwurst	250	12	0.8	22	nutrition.aggregated_set
4022500140273	kuchenglasur rosa	625	0.5	53	46	nutrition.aggregated_set
4001686362174	Süße Waffeln	345	5.8	79	0.5	nutrition.aggregated_set
4064275366908	Caramel Salz dunkle chocolade	531	4.2	52	32	nutrition.aggregated_set
4064275366809	Orange mit Mandelstückchen	548	6.3	46	36	nutrition.aggregated_set
4064275366700	Himbeere mit Pistazienstücken	558	8.3	46	37	nutrition.aggregated_set
4260611590864	O•Mochi Vanilla strawberry	226	1.8	45	4.1	nutrition.aggregated_set
4000417108104	Crispy Cookie	561	10	44	37	nutrition.aggregated_set
4337256677493	Ice Tea - Ingwer-Honig	18	0.1	4.2	0.1	nutrition.aggregated_set
4061459714852	Bio-Prosciutto Arrosto	110	20	1.1	2.8	nutrition.aggregated_set
4061459714876	Bio-Mortadella	315	17	1	27	nutrition.aggregated_set
4000540001808	Schoko 2.0 Hafer-Müsli	405	9.3	64	11	nutrition.aggregated_set
4061464772724	Bio-Tomaten passiert XXL	26	1.5	3.8	0.5	nutrition.aggregated_set
4260189210676	wostok blaubeere Salbei	26	0	6	0	nutrition.aggregated_set
4270003718301	Allrounder Hafer	41	0.7	6.1	1.4	nutrition.aggregated_set
4006402101211	Heumilchkäse feinwürzig	351	27	0.1	27	nutrition.aggregated_set
3161711002961	Skyr Geramont	217	20	0.7	15	nutrition.aggregated_set
4048108000320	Kartoffelsuppe	106	3.3	6.3	7.2	nutrition.aggregated_set
4316734082400	Nori Blätter	306	49	0.5	5.3	nutrition.aggregated_set
8020177001084	Carnaroli Reis	348	5.9	77.8	1.2	nutrition.aggregated_set
4056489440642	Bio Apfelsaft	46	0.5	11	0.5	nutrition.aggregated_set
7610032056512	Dar Vida Rosmarin & Quinoa	426	11	64	12	nutrition.aggregated_set
4037400344980	Glücks Herzen Erdbeerliebe	350	1.2	85	0.1	nutrition.aggregated_set
4260757833740	Reishunger mit Sauce Erdnuss Mango&Chili	158	4.2	12	9.5	nutrition.aggregated_set
4013200888510	Pho Bouillon	4	0.1	0.7	0.1	nutrition.aggregated_set
4019339636213	Hafer Porridge Aprikose-Chai	375	10	62	7.8	nutrition.aggregated_set
4001954166077	Butter & Rapsöl gesalzen	589	0.5	0.5	65	nutrition.aggregated_set
4306188411031	Camembert	211	23	0.5	13	nutrition.aggregated_set
4316268679695	Ananas in Stücken in Ananassaft	46	0	11	0	nutrition.aggregated_set
6902482004948	Glasnudeln	358	0.4	88.1	0.1	nutrition.aggregated_set
4305615979380	Popcornmais	343	8.5	65	3.8	nutrition.aggregated_set
4337256563512	Fusilli	351	13	71	1	nutrition.aggregated_set
7613312422021	Shirataki Rice-Style	9	0.5	0.7	0	nutrition.aggregated_set
4255719300095	Chunky Flavour - White Chocolate	329	0.7	34	11	nutrition.aggregated_set
4260644049551	Light Schoko Drops Vollmilch	475	4	58	34	nutrition.aggregated_set
0278033020024	Fuoco dell Etna	625	13	7.8	58	nutrition.aggregated_set
4260644049995	Chunky Cookies • Milk Chocolate Speculoos	487	4.3	60	32	nutrition.aggregated_set
4260644049933	Light Chocolate Coins White Chocolate	496	4.5	58	36	nutrition.aggregated_set
4255719301450	More Clear Glow Peptides Cherry White Tea	351	82	2.7	0	nutrition.aggregated_set
7623186177767	Quark Himbeere	102	6.3	14	2.3	nutrition.aggregated_set
4063367200410	Mango tiefgefroren	65	0.6	14	0.1	nutrition.aggregated_set
8002734102717	Panettone Schoko	374	5.4	49	17	nutrition.aggregated_set
4048517742286	Pink Grapefruit	37	0	8.5	0	nutrition.aggregated_set
4048517742125	Saft - Orange-Mango	39	0	8.9	0	nutrition.aggregated_set
80916635	Yogurette Glücksbär Yogurt Strawberry Style	582	6.6	52.8	37.9	nutrition.aggregated_set
4260718297888	beerenmix getrocknet	344	4.9	62	2.8	nutrition.aggregated_set
5900020043832	NESTLE FITNESS Cocoa Protein Bar Multipack (	330	11.9	41	9.4	nutrition.aggregated_set
4305615971087	Gelbe Linsen	127	8.9	20	0.8	nutrition.aggregated_set
4305615969008	Brot Chips Paprika Chili	440	11	64	14	nutrition.aggregated_set
9004145012219	Umami	279	15	27	4.8	nutrition.aggregated_set
9001414040133	Estragonkraut	44	3.8	4.1	0	nutrition.aggregated_set
2206732002338	Leberwurst fein, geräuchert (Bio)	371	13	1	35	nutrition.aggregated_set
4061464909960	Vintage Cheddar 50 %, 20 Monate gereift	416	25	0.5	35	nutrition.aggregated_set
4061459765236	Pancetta Coppata (gerollter Schweinebauch)	373	19	0.5	33	nutrition.aggregated_set
4104420243347	Weidemilch Buttermilch	38	3.4	4.7	0.6	nutrition.aggregated_set
5901135051002	Salat fix Gartenkräuter	297	3.3	63	0.9	nutrition.aggregated_set
4250451630196	Guatemala Noir 78%	610	9.9	28	49	nutrition.aggregated_set
4101540718748	Stollen Konfekt	401	3.7	57	17	nutrition.aggregated_set
4311501764381	Stangenspargel	21	1.9	2	0.2	nutrition.aggregated_set
4061464833661	Silberzwiebeln	29	0.6	5.5	0	nutrition.aggregated_set
5000112617740	Original Taste Mehrweg	42	0	10.6	0	nutrition.aggregated_set
4311501035368	Nuss Nougat Creme	559	6.1	51.3	35.7	nutrition.aggregated_set
4260122393244	Smoothie Zimtstern (Winter Edition)	105	1.3	12.5	5.2	nutrition.aggregated_set
4061459784398	Bauernbrot	231	7.1	46	0.9	nutrition.aggregated_set
5712873642779	Tomate pur	93	4.8	15	1	nutrition.aggregated_set
7613312426265	Tortillas	295	9.5	48	5.1	nutrition.aggregated_set
7627535791246	Bio Maisstärke	353	0	87	0.5	nutrition.aggregated_set
4255582809879	Hafer Doppelkeks mit Erdnussbutterfüllung	547	7.2	53	33	nutrition.aggregated_set
4000539245701	Hello vegan salted caramel	554	4.2	56	18	nutrition.aggregated_set
25855869	Tortellini	387	14	64	8.1	nutrition.aggregated_set
8595100805652	Ruwe Rietsuiker	400	0	100	0	nutrition.aggregated_set
7613312425800	Lemon & Chili Hot Sauce	228	0.7	34	9.5	nutrition.aggregated_set
4056489817987	leichte Creme zum Kochen 7%	84	1.1	3.8	7	nutrition.aggregated_set
22153074	Dessertcreme Vanille	275	3.4	11.1	22.9	nutrition.aggregated_set
4337256688024	eifrei salat Sandwich	250	4.9	23	15	nutrition.aggregated_set
4035637480143	Rosinenstollen Thüringer Rezeptur	405	6.5	50	19	nutrition.aggregated_set
4011364585313	Puten Hackfleisch	124	23.1	0	3.3	nutrition.aggregated_set
4337256636537	Chocolate Peanut Cookies Milchschokolade	526	10	57	28	nutrition.aggregated_set
4056489753919	Vollmilch extra cremig 30%	563	7.3	52	35.8	nutrition.aggregated_set
21968594	Gourmet Ente	314	20	1	26	nutrition.aggregated_set
5201119009068	Kritharaki Nudeln	353	11	71	2	nutrition.aggregated_set
7627536137326	Hafer Drink	60	0.7	6.8	3.2	nutrition.aggregated_set
4008585103198	Kartoffel Mal Anders - Speckzwiebeln	210	2.3	3.8	20.5	nutrition.aggregated_set
4250519660295	Oil Spray	810	0	0	90	nutrition.aggregated_set
4009249050421	Farmer-Sandwich	262	7.8	45.4	4.4	nutrition.aggregated_set
8718781203351	Chips Sea Salt & Rosemary	495	6.5	50	29	nutrition.aggregated_set
4056489869085	Chicken Teriyaki Style	133	4.6	20.8	3.3	nutrition.aggregated_set
4009097021215	Landbrötchen	249	8.7	49	1.3	nutrition.aggregated_set
4006814048869	Gefüllte Schokomännlis Lebkuchengeschmack	559	5.7	53.8	35.1	nutrition.aggregated_set
4006894298901	Lebkuchen Konfekt Haselnuss	508	9.4	39.5	33.6	nutrition.aggregated_set
4006894299106	Lebkuchen Konfekt Bratapfel	454	8.7	44.9	25	nutrition.aggregated_set
4337256452106	Reiswaffeln Vollmilch	510	7.7	60	26	nutrition.aggregated_set
8714573007053	Rendang	111	3.5	22.1	1.4	nutrition.aggregated_set
4008577021141	Apfel-Vanille Rührkuchen	281	2.9	33	15	nutrition.aggregated_set
40273976	Kakao Drink	56	3.4	9.8	0.2	nutrition.aggregated_set
4037400345079	Katjes Family Milchkater	352	2.8	84	0.2	nutrition.aggregated_set
4061459780987	Käse-Fondue	246	16	4	16	nutrition.aggregated_set
4021851462980	Bananenchips	500	2	63	26	nutrition.aggregated_set
4021851543702	Penne Dinkel-Vollkorn	337	13	63	2.1	nutrition.aggregated_set
4002309014876	Speko creme	588	3.3	55	39	nutrition.aggregated_set
5712873642786	TomatPuré	93	4.8	15	1	nutrition.aggregated_set
8445290552150	Kitkat White	516	6.8	62.9	25.8	nutrition.aggregated_set
9010437026406	Spekulatius Creme	583	1	52	41	nutrition.aggregated_set
4260644049537	More Light Schokolinsen	391	5.2	67	20	nutrition.aggregated_set
4316268690072	Emmentaler, gerieben, 45 % Fett i.Tr.	370	27	2.6	28	nutrition.aggregated_set
8888260000013	Coconut Sugar / Kokos Zucker	371	0.8	91.3	0.3	nutrition.aggregated_set
4008585103181	Kartoffeln mal anders/ Kräuter-Knoblauch	186	0.9	4	18.4	nutrition.aggregated_set
4008585103174	Kartoffeln mal anders,Käse	206	2.6	2.4	20.7	nutrition.aggregated_set
21761393	Basmati Reis	352	8.4	76.7	1	nutrition.aggregated_set
8024829006496	Sufi pizzaiola	69	1.7	6.4	3.4	nutrition.aggregated_set
4901520147984	Mikrowellen-Reis	261	3.8	59.9	0.7	nutrition.aggregated_set
4260726721900	Kichererbse	90	14.5	2.3	2	nutrition.aggregated_set
8801073114388	Buldak Carbonara Nudeln	423	6.2	64.6	15.4	nutrition.aggregated_set
8801043150606	Shin Ramyeon	417	8.2	67.9	12.5	nutrition.aggregated_set
4316268653466	Yummi - Brie-Spitzen mit Preiselbeer-Dip	292	7.7	25.3	17.4	nutrition.aggregated_set
4056489893752	Gulaschsuppe	56	3.5	5.5	2	nutrition.aggregated_set
4061459427233	Mozarella-Minis	240	18	1.5	18	nutrition.aggregated_set
7611400927243	Knoblauch-Sauce	599	1.1	8.3	62.1	nutrition.aggregated_set
4311501036112	Schoko Chunks Zartbitter	528	6.2	51.5	31.3	nutrition.aggregated_set
4337256272223	Raclette 8 Monate	360	27	0	28	nutrition.aggregated_set
8710438125573	Chili Cheese Nuggets	275	11	25	14	nutrition.aggregated_set
4056489704966	Dinkel Spätzle	152	7.3	24.3	2.5	nutrition.aggregated_set
2816459005811	Traditions-Kasseler Nacken, Klassik	184	17	2	12	nutrition.aggregated_set
4056489707554	Gourmet Kochschinken	116	20	2	3	nutrition.aggregated_set
4056489885238	Lammfilet	112	20.4	0	3.4	nutrition.aggregated_set
4066447520613	Spaghetti Bolognese	63	2.9	8.4	1.8	nutrition.aggregated_set
21409332	Hähnchenbrustfilet Fettarm	105	21	0.6	2	nutrition.aggregated_set
4009286151419	French Dressing	309	1.6	5.3	30	nutrition.aggregated_set
4311501017272	Potato Wedges	139	2.6	23.4	3.4	nutrition.aggregated_set
4047247748681	Pulled Meat Pork	144	18	2	7	nutrition.aggregated_set
4313240975578	Riesencurrywurst	283	10.8	3.7	24.8	nutrition.aggregated_set
7622201747411	Milka Oreo Adventskalender	526	5.3	61	29	nutrition.aggregated_set
5055950621251	Diät Udon-Nudeln	10	0	1.2	0	nutrition.aggregated_set
8410076475626	Tortilla	122	3.7	21.7	2.1	nutrition.aggregated_set
4056489927532	Rinder Minutensteaks	108	20	1.2	2.5	nutrition.aggregated_set
5908230531231	Paluszki Chilli	535	27	4.5	45	nutrition.aggregated_set
0034000434220	Reeses Rounds	546	11	50	33	nutrition.aggregated_set
0032134285053	Warheads Wedgies	333	0	86.7	0	nutrition.aggregated_set
22217806	Gurkentopf	29	0.5	5.1	0.2	nutrition.aggregated_set
3905359710372	djath rugove	256	15	1.3	21	nutrition.aggregated_set
25802863	Kürbis Kokos Suppe	93	0.9	5.1	7.4	nutrition.aggregated_set
4004210804065	classic	0	0	0	0	nutrition.aggregated_set
4061459665093	Baumkuchenspitzen mit Vollmilchschokolade mit Amaretto	480	6.1	50.1	26.9	nutrition.aggregated_set
4337185634505	Hähnchenfilet	104	22	0	1.8	nutrition.aggregated_set
21527500	Nürnberger Lebkuchen	372	6.4	62	9.9	nutrition.aggregated_set
4067583012017	Bio tofu burger verdura	176	14	3.8	11	nutrition.aggregated_set
4040600333814	Sahne-Fruchtjoghurt, mild, Kirsche	140	2.6	14.1	7.9	nutrition.aggregated_set
4040600333838	Sahne-Fruchtjoghurt, mild, Pfirsich-Maracuja	136	2.6	14.4	7.5	nutrition.aggregated_set
4040600333807	Sahne-Fruchtjoghurt, mild, Erdbeere	140	2.6	14.1	7.9	nutrition.aggregated_set
4316268668224	Dinkeltoastbrötchen	264	12	49	1	nutrition.aggregated_set
4017100852510	Winterkonfekt mit Persipan und Marzipan	439	8.4	55	20	nutrition.aggregated_set
4316268682435	Butter-Croissants	390	10	47	17	nutrition.aggregated_set
4063367409004	Zitronenschale	266	6.1	41	1.1	nutrition.aggregated_set
0016000197589	Betty Crocker Reese's COOKIE MIX imp	367	6.5	74.1	4.1	nutrition.aggregated_set
4066447470673	Pflaume in Apfel mit Grieß (ab 6. Monat)	54	0.9	11.6	0.1	nutrition.aggregated_set
9000452319805	hartweizengrieß	345	12	68	2	nutrition.aggregated_set
4066447470697	Erdbeer-Bananen-Müsli in Apfel (ab 6. Monat)	57	0.9	12	0.3	nutrition.aggregated_set
4066447470659	Früchteallerlei mit Vollkorn (ab 6. Monat)	60	1	12.5	0.3	nutrition.aggregated_set
4047435628061	Bierschinken	181	17	1	12	nutrition.aggregated_set
4337256522182	Kokosmilch	183	1.9	2.9	18	nutrition.aggregated_set
4045178011072	Tomaten sonnengetrocknet	131	1.6	7.5	9.4	nutrition.aggregated_set
3273310415278	Flammkuchen Original	191	6.3	22	8.8	nutrition.aggregated_set
4316268681322	Fadennudeln	367	14	69	3.2	nutrition.aggregated_set
42451143	Paprika gefüllt	182	3.3	11.8	13.2	nutrition.aggregated_set
4061459298321	Kap-Seehecht-Filets	89	16	1	2.3	nutrition.aggregated_set
22044365	Gyros	132	15	1.8	7	nutrition.aggregated_set
4002221048409	Bratapfel Tee	2	0	0.6	0	nutrition.aggregated_set
7613312420508	Dunkle Schokolade	572	8.7	31	43	nutrition.aggregated_set
4056489796534	Mozzarella per Pizza	263	19	1.7	20	nutrition.aggregated_set
4337256543309	Junge Erbsen fein	59	5.4	6.8	0	nutrition.aggregated_set
